term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1164.9579668176796 1.1308671458294086 
periods 	 7796.224254610517 0.6050223467562018 
observing 	 8220.236141670212 0.6050223467562018 
styles 	 3898.1121273052586 0.9290090697449582 
techniques 	 5204.830378826688 0.6050223467562018 
content 	 2702.8108675754233 0.9290090697449582 
talented 	 13803.668762231982 0.6050223467562018 
authors 	 2792.8019266630968 1.1308671458294086 
macho 	 15612.08975631288 0.6050223467562018 
image 	 2360.556684577581 0.9290090697449582 
mexican 	 3201.5484162304715 1.1308671458294086 
pride 	 9604.645248691415 0.6050223467562018 
dignity 	 11413.066242772313 0.6050223467562018 
noting 	 1289.2393690103406 1.2687008440378114 
prominent 	 7796.224254610517 0.6050223467562018 
examples 	 6336.186663887 0.6050223467562018 
elements 	 2869.569500710068 0.9290090697449582 
imagination 	 10535.210177427567 0.6050223467562018 
bleak 	 11995.247768151086 0.6050223467562018 
house 	 1560.4268447886452 1.1308671458294086 
dickens 	 5706.533121386156 0.9290090697449582 
mans 	 9128.968307015988 0.6050223467562018 
influence 	 641.5368510160126 1.504460237255773 
pope 	 10937.389301096884 0.6050223467562018 
swift 	 10937.389301096884 0.6050223467562018 
humanitarianism 	 13803.668762231982 0.6050223467562018 
scientific 	 7013.2513729075845 0.6050223467562018 
contributions 	 6262.688845880889 0.6050223467562018 
confessions 	 2853.266560693078 1.2687008440378114 
rousseau 	 11995.247768151086 0.6050223467562018 
melancholy 	 12745.810295177782 0.6050223467562018 
innerconsternation 	 15612.08975631288 0.6050223467562018 
remorse 	 15612.08975631288 0.6050223467562018 
found 	 4886.819844684711 0.6050223467562018 
unhappiness 	 15612.08975631288 0.6050223467562018 
emma 	 11995.247768151086 0.6050223467562018 
ruled 	 9355.98098958193 0.6050223467562018 
desire 	 7547.559995501034 0.6050223467562018 
unable 	 7668.930716292469 0.6050223467562018 
attain 	 12745.810295177782 0.6050223467562018 
happiness 	 10535.210177427567 0.6050223467562018 
length 	 8920.13688269573 0.6050223467562018 
chapter 	 3369.182893778158 0.9290090697449582 
xxii 	 15612.08975631288 0.6050223467562018 
cervantes' 	 3186.4525737944455 1.2687008440378114 
statements 	 8546.786781637213 0.6050223467562018 
expressed 	 6918.368189265772 0.6050223467562018 
looking 	 2930.2548611057864 0.9290090697449582 
circumstances 	 5623.16435287283 0.6050223467562018 
historical 	 1449.2544226988819 1.1308671458294086 
events 	 4802.651255157371 0.6050223467562018 
philosophical 	 2477.1951156512428 1.1308671458294086 
viewpoints 	 3898.1121273052586 0.9290090697449582 
artistic 	 10186.826774070189 0.6050223467562018 
thereof 	 11413.066242772313 0.6050223467562018 
castle 	 12745.810295177782 0.6050223467562018 
karamazov 	 15612.08975631288 0.6050223467562018 
threshold 	 12745.810295177782 0.6050223467562018 
uncertainty 	 10937.389301096884 0.6050223467562018 
confronts 	 15612.08975631288 0.6050223467562018 
question 	 5109.947195184875 0.6050223467562018 
meaning 	 2112.0622212956664 1.1308671458294086 
assurance 	 11995.247768151086 0.6050223467562018 
emma's 	 7806.04487815644 0.9290090697449582 
suicide 	 9879.530834042684 0.6050223467562018 
inevitable 	 5093.413387035094 0.9290090697449582 
flaubert's 	 5204.02991877096 1.1308671458294086 
structural 	 7431.585346953728 0.6050223467562018 
design 	 4886.819844684711 0.6050223467562018 
victimized 	 11413.066242772313 0.6050223467562018 
despairs 	 15612.08975631288 0.6050223467562018 
illusions 	 11413.066242772313 0.6050223467562018 
fail 	 8920.13688269573 0.6050223467562018 
stendhal's 	 15612.08975631288 0.6050223467562018 
red 	 3326.4085699055663 0.9290090697449582 
stresses 	 5706.533121386156 0.9290090697449582 
influenced 	 7431.585346953728 0.6050223467562018 
histories 	 9879.530834042684 0.6050223467562018 
determination 	 8071.109839961786 0.6050223467562018 
failure 	 2869.569500710068 0.9290090697449582 
theories 	 2676.9783402675566 0.9290090697449582 
afn 	 3786.537678676035 0.6050223467562018 
reading 	 3715.792673476864 0.9290090697449582 
cervantes 	 4601.222920743994 1.1308671458294086 
montaigne 	 15612.08975631288 0.6050223467562018 
montaigne's 	 15612.08975631288 0.6050223467562018 
essays 	 4273.393390818606 0.9290090697449582 
memorable 	 13803.668762231982 0.6050223467562018 
affects 	 6918.368189265772 0.6050223467562018 
totality 	 15612.08975631288 0.6050223467562018 
buddenbrooks 	 7806.04487815644 0.9290090697449582 
decadent 	 15612.08975631288 0.6050223467562018 
vision 	 6336.186663887 0.6050223467562018 
view 	 1426.3671368988726 1.1308671458294086 
applies 	 8071.109839961786 0.6050223467562018 
family 	 2227.133925899996 0.9290090697449582 
von 	 5468.694650548442 0.9290090697449582 
aschenbach 	 15612.08975631288 0.6050223467562018 
carbonnaux's 	 15612.08975631288 0.6050223467562018 
updated 	 1397.48657971376 0.9290090697449582 
version 	 5923.3802342813415 0.6050223467562018 
published 	 3095.6024611120492 0.9290090697449582 
comments 	 738.2856994366496 1.2687008440378114 
kinship 	 12745.810295177782 0.6050223467562018 
hugo 	 12745.810295177782 0.6050223467562018 
maupassant 	 5204.02991877096 1.1308671458294086 
wilder's 	 13803.668762231982 0.6050223467562018 
little 	 6053.857421560632 0.6050223467562018 
woods 	 9355.98098958193 0.6050223467562018 
contrast 	 2217.6057132703777 1.1308671458294086 
laura 	 7930.048459667637 0.6050223467562018 
ingalls 	 13803.668762231982 0.6050223467562018 
wilder 	 12745.810295177782 0.6050223467562018 
ivan 	 1282.363029517863 1.3688011571264773 
ilych 	 4601.222920743994 1.1308671458294086 
tolstoy 	 2998.8119420377716 1.2687008440378114 
enchanters 	 15612.08975631288 0.6050223467562018 
quality 	 5680.507320502115 0.6050223467562018 
enchantment 	 15612.08975631288 0.6050223467562018 
master 	 8920.13688269573 0.6050223467562018 
freudian 	 5093.413387035094 0.9290090697449582 
dualism 	 12745.810295177782 0.6050223467562018 
aspects 	 1643.314931158473 1.1308671458294086 
twain 	 11413.066242772313 0.6050223467562018 
poe 	 11995.247768151086 0.6050223467562018 
plot 	 3042.9894356719956 1.1308671458294086 
characteristics 	 6262.688845880889 0.6050223467562018 
segment 	 9604.645248691415 0.6050223467562018 
balzac's 	 15612.08975631288 0.6050223467562018 
comedie 	 15612.08975631288 0.6050223467562018 
humane 	 15612.08975631288 0.6050223467562018 
gogol's 	 7806.04487815644 0.9290090697449582 
overcoat 	 15612.08975631288 0.6050223467562018 
typical 	 8726.789183346671 0.6050223467562018 
gogol 	 7806.04487815644 0.9290090697449582 
reflecting 	 2643.3494865558787 1.1308671458294086 
mythology 	 11413.066242772313 0.6050223467562018 
dead 	 8726.789183346671 0.6050223467562018 
souls 	 11995.247768151086 0.6050223467562018 
effects 	 4083.334610571556 0.6050223467562018 
lived 	 8378.40577998929 0.6050223467562018 
sufferings 	 15612.08975631288 0.6050223467562018 
werther 	 15612.08975631288 0.6050223467562018 
epistolary 	 13803.668762231982 0.6050223467562018 
augur 	 15612.08975631288 0.6050223467562018 
goethe's 	 6901.834381115991 0.9290090697449582 
novalis 	 7806.04487815644 0.9290090697449582 
romanticism 	 10186.826774070189 0.6050223467562018 
novels 	 1920.9290497382829 1.3688011571264773 
heinrich 	 13803.668762231982 0.6050223467562018 
ofterdingen 	 15612.08975631288 0.6050223467562018 
christendom 	 15612.08975631288 0.6050223467562018 
europe 	 5353.956680535113 0.6050223467562018 
eyes 	 7668.930716292469 0.6050223467562018 
popular 	 5923.3802342813415 0.6050223467562018 
reactions 	 7930.048459667637 0.6050223467562018 
alienation 	 4363.3945916733355 0.9290090697449582 
eliot 	 10535.210177427567 0.6050223467562018 
joyce 	 11413.066242772313 0.6050223467562018 
beckett 	 5997.623884075543 0.9290090697449582 
perspectives 	 8071.109839961786 0.6050223467562018 
series 	 2961.6901171406707 0.9290090697449582 
questions 	 4212.200309226421 0.6050223467562018 
dealing 	 1313.3995384638486 1.2687008440378114 
chivalry 	 13803.668762231982 0.6050223467562018 
altisdora 	 15612.08975631288 0.6050223467562018 
denisovich 	 7806.04487815644 0.9290090697449582 
solzhenitsyn 	 6372.905147588891 0.9290090697449582 
perspective 	 5739.139001420136 0.6050223467562018 
comment 	 9604.645248691415 0.6050223467562018 
methods 	 4347.763268096646 0.6050223467562018 
tolstoy's 	 13803.668762231982 0.6050223467562018 
anne 	 9604.645248691415 0.6050223467562018 
frank 	 9879.530834042684 0.6050223467562018 
diary 	 13803.668762231982 0.6050223467562018 
girl 	 5267.6050887137835 0.9290090697449582 
despair 	 13803.668762231982 0.6050223467562018 
childhood 	 8071.109839961786 0.6050223467562018 
coming 	 7930.048459667637 0.6050223467562018 
warsaw 	 9879.530834042684 0.6050223467562018 
ghetto 	 11995.247768151086 0.6050223467562018 
existential 	 10937.389301096884 0.6050223467562018 
hemingway 	 10937.389301096884 0.6050223467562018 
truly 	 9128.968307015988 0.6050223467562018 
theory 	 5063.768998532539 0.6050223467562018 
hemingway's 	 11413.066242772313 0.6050223467562018 
gambler 	 13803.668762231982 0.6050223467562018 
lucius 	 15612.08975631288 0.6050223467562018 
apuleius 	 15612.08975631288 0.6050223467562018 
especially 	 2263.882834903051 0.9290090697449582 
golden 	 9128.968307015988 0.6050223467562018 
ass 	 15612.08975631288 0.6050223467562018 
chin 	 15612.08975631288 0.6050223467562018 
chinese 	 7796.224254610517 0.6050223467562018 
anarchist 	 13803.668762231982 0.6050223467562018 
china 	 3168.0933319435 0.9290090697449582 
nibelungenlied 	 13803.668762231982 0.6050223467562018 
kriemhild 	 13803.668762231982 0.6050223467562018 
germanic 	 13803.668762231982 0.6050223467562018 
herman 	 10937.389301096884 0.6050223467562018 
symbols 	 10186.826774070189 0.6050223467562018 
terms 	 2340.640267182968 0.9290090697449582 
existentialism 	 3395.6089246900624 1.1308671458294086 
country 	 4245.436427479734 0.6050223467562018 
doctor 	 8378.40577998929 0.6050223467562018 
overview 	 2263.882834903051 0.9290090697449582 
approaches 	 6569.984785908393 0.6050223467562018 
plays 	 4273.393390818606 0.9290090697449582 
prometheus 	 11413.066242772313 0.6050223467562018 
bound 	 8546.786781637213 0.6050223467562018 
hippolytus 	 12745.810295177782 0.6050223467562018 
lysistrata 	 6901.834381115991 0.9290090697449582 
expository 	 15612.08975631288 0.6050223467562018 
form 	 1340.4042093765481 1.1308671458294086 
origins 	 5860.509722211573 0.6050223467562018 
forerunners 	 15612.08975631288 0.6050223467562018 
eighteenth 	 11413.066242772313 0.6050223467562018 
victorian 	 10186.826774070189 0.6050223467562018 
english 	 5799.118654468375 0.6050223467562018 
american 	 723.1749850202689 1.2687008440378114 
minor 	 7796.224254610517 0.6050223467562018 
created 	 4844.396145730236 0.6050223467562018 
wars 	 8546.786781637213 0.6050223467562018 
village 	 6489.7015284468325 0.6050223467562018 
gottfried 	 15612.08975631288 0.6050223467562018 
keller's 	 15612.08975631288 0.6050223467562018 
antagonism 	 13803.668762231982 0.6050223467562018 
visited 	 8920.13688269573 0.6050223467562018 
children 	 4929.944793475419 0.6050223467562018 
solzhenitsyn's 	 13803.668762231982 0.6050223467562018 
man's 	 8071.109839961786 0.6050223467562018 
inhumanity 	 13803.668762231982 0.6050223467562018 
contemporary 	 5458.330598542255 0.6050223467562018 
mask 	 5706.533121386156 0.9290090697449582 
yukio 	 15612.08975631288 0.6050223467562018 
identity 	 7668.930716292469 0.6050223467562018 
circle 	 10186.826774070189 0.6050223467562018 
expose 	 10535.210177427567 0.6050223467562018 
prison 	 7431.585346953728 0.6050223467562018 
camps 	 8920.13688269573 0.6050223467562018 
nabokov's 	 15612.08975631288 0.6050223467562018 
lolita 	 7806.04487815644 0.9290090697449582 
demands 	 8071.109839961786 0.6050223467562018 
constitutes 	 9879.530834042684 0.6050223467562018 
pornography 	 11413.066242772313 0.6050223467562018 
ability 	 5567.054663451337 0.6050223467562018 
felix 	 5706.533121386156 0.9290090697449582 
krull 	 7806.04487815644 0.9290090697449582 
control 	 1838.3344066987768 0.9290090697449582 
emotions 	 11413.066242772313 0.6050223467562018 
deception 	 10937.389301096884 0.6050223467562018 
confidence 	 8071.109839961786 0.6050223467562018 
interpretations 	 2792.8019266630968 1.1308671458294086 
perceived 	 8726.789183346671 0.6050223467562018 
critics 	 3042.9894356719956 1.1308671458294086 
stories 	 7547.559995501034 0.6050223467562018 
paul 	 8071.109839961786 0.6050223467562018 
life's 	 12745.810295177782 0.6050223467562018 
absurdities 	 15612.08975631288 0.6050223467562018 
chernyshevskii 	 12745.810295177782 0.6050223467562018 
chekhov 	 13803.668762231982 0.6050223467562018 
realism 	 5468.694650548442 0.9290090697449582 
nineteenth 	 2973.3789608985767 1.1308671458294086 
various 	 1062.5259868085113 1.1308671458294086 
quiet 	 11995.247768151086 0.6050223467562018 
western 	 1150.8485383771042 1.2687008440378114 
front 	 6336.186663887 0.6050223467562018 
erich 	 13803.668762231982 0.6050223467562018 
maria 	 8546.786781637213 0.6050223467562018 
remarque 	 15612.08975631288 0.6050223467562018 
evils 	 11413.066242772313 0.6050223467562018 
ware 	 11995.247768151086 0.6050223467562018 
remarque's 	 15612.08975631288 0.6050223467562018 
account 	 2509.196970898636 0.9290090697449582 
friends 	 4677.990494790965 0.9290090697449582 
guy 	 5706.533121386156 0.9290090697449582 
dishonor 	 15612.08975631288 0.6050223467562018 
needless 	 15612.08975631288 0.6050223467562018 
sacrifices 	 15612.08975631288 0.6050223467562018 
concept 	 1751.1993846184648 1.1308671458294086 
iliad 	 5706.533121386156 0.9290090697449582 
oresteia 	 11995.247768151086 0.6050223467562018 
connection 	 7668.930716292469 0.6050223467562018 
greece 	 4035.554919980893 0.9290090697449582 
saint 	 13803.668762231982 0.6050223467562018 
julien 	 15612.08975631288 0.6050223467562018 
gustave 	 15612.08975631288 0.6050223467562018 
free 	 3301.526201103978 0.6050223467562018 
predestination 	 13803.668762231982 0.6050223467562018 
eric 	 10535.210177427567 0.6050223467562018 
enid 	 13803.668762231982 0.6050223467562018 
chretien 	 13803.668762231982 0.6050223467562018 
adaptation 	 10937.389301096884 0.6050223467562018 
arthurian 	 12745.810295177782 0.6050223467562018 
legends 	 12745.810295177782 0.6050223467562018 
portrayal 	 3645.796433698961 1.1308671458294086 
lives 	 3168.0933319435 0.9290090697449582 
poor 	 1953.5032407371907 1.1308671458294086 
jorge 	 7806.04487815644 0.9290090697449582 
amado 	 5204.02991877096 1.1308671458294086 
preoccupation 	 5468.694650548442 0.9290090697449582 
harshness 	 15612.08975631288 0.6050223467562018 
violent 	 8726.789183346671 0.6050223467562018 
land 	 5923.3802342813415 0.6050223467562018 
shepherds 	 15612.08975631288 0.6050223467562018 
night 	 7013.2513729075845 0.6050223467562018 
including 	 1145.3390074531326 0.9290090697449582 
euripedes 	 6372.905147588891 0.9290090697449582 
hecuba 	 7806.04487815644 0.9290090697449582 
medea 	 4601.222920743994 1.1308671458294086 
notion 	 9355.98098958193 0.6050223467562018 
female 	 6918.368189265772 0.6050223467562018 
unjustly 	 15612.08975631288 0.6050223467562018 
wronged 	 13803.668762231982 0.6050223467562018 
extreme 	 8378.40577998929 0.6050223467562018 
outpost 	 11995.247768151086 0.6050223467562018 
progress 	 6569.984785908393 0.6050223467562018 
joseph 	 8220.236141670212 0.6050223467562018 
saturday 	 10186.826774070189 0.6050223467562018 
gabriel 	 5997.623884075543 0.9290090697449582 
garcia 	 6901.834381115991 0.9290090697449582 
marquez 	 6901.834381115991 0.9290090697449582 
sees 	 8378.40577998929 0.6050223467562018 
societies 	 8378.40577998929 0.6050223467562018 
directly 	 6262.688845880889 0.6050223467562018 
incorporated 	 9879.530834042684 0.6050223467562018 
franz 	 5093.413387035094 0.9290090697449582 
observes 	 1013.0221820326686 1.2687008440378114 
dramatizing 	 13803.668762231982 0.6050223467562018 
transformation 	 7547.559995501034 0.6050223467562018 
giant 	 10535.210177427567 0.6050223467562018 
bug 	 15612.08975631288 0.6050223467562018 
peasantry 	 12745.810295177782 0.6050223467562018 
revolutionary 	 3834.4653581462344 0.9290090697449582 
serfdom 	 15612.08975631288 0.6050223467562018 
institution 	 7320.54731293509 0.6050223467562018 
fostering 	 11413.066242772313 0.6050223467562018 
lethargy 	 15612.08975631288 0.6050223467562018 
richard 	 7320.54731293509 0.6050223467562018 
nixon 	 4363.3945916733355 0.9290090697449582 
personality 	 7668.930716292469 0.6050223467562018 
traits 	 9604.645248691415 0.6050223467562018 
hero 	 2973.3789608985767 1.1308671458294086 
lacking 	 11413.066242772313 0.6050223467562018 
genuine 	 10937.389301096884 0.6050223467562018 
substance 	 8920.13688269573 0.6050223467562018 
admirable 	 15612.08975631288 0.6050223467562018 
qualities 	 4802.3226243457075 0.9290090697449582 
demian 	 15612.08975631288 0.6050223467562018 
mystical 	 13803.668762231982 0.6050223467562018 
consciousness 	 8220.236141670212 0.6050223467562018 
inner 	 4273.393390818606 0.9290090697449582 
follow 	 6826.814935878169 0.6050223467562018 
searchings 	 15612.08975631288 0.6050223467562018 
main 	 2340.640267182968 0.9290090697449582 
protagonists 	 12745.810295177782 0.6050223467562018 
youth 	 8220.236141670212 0.6050223467562018 
adulthood 	 12745.810295177782 0.6050223467562018 
dostoyefsky 	 15612.08975631288 0.6050223467562018 
raskolnikov 	 15612.08975631288 0.6050223467562018 
learning 	 6918.368189265772 0.6050223467562018 
humility 	 15612.08975631288 0.6050223467562018 
unknown 	 9879.530834042684 0.6050223467562018 
student 	 6121.627465586739 0.6050223467562018 
intellectual 	 7431.585346953728 0.6050223467562018 
provides 	 4642.04671232185 0.6050223467562018 
necklace 	 15612.08975631288 0.6050223467562018 
communist 	 2783.5273317256683 0.9290090697449582 
manifesto 	 11995.247768151086 0.6050223467562018 
zola's 	 5997.623884075543 0.9290090697449582 
germinal 	 12745.810295177782 0.6050223467562018 
marx 	 8546.786781637213 0.6050223467562018 
concerned 	 3131.3444229404445 0.9290090697449582 
industrial 	 5156.9574760413625 0.6050223467562018 
workers 	 6262.688845880889 0.6050223467562018 
marriano 	 15612.08975631288 0.6050223467562018 
jose 	 11995.247768151086 0.6050223467562018 
larra 	 15612.08975631288 0.6050223467562018 
costumbrista 	 7806.04487815644 0.9290090697449582 
variety 	 2729.1652992711274 0.9290090697449582 
primary 	 6411.8151475893155 0.6050223467562018 
emphasis 	 2783.5273317256683 0.9290090697449582 
customs 	 9128.968307015988 0.6050223467562018 
manners 	 11413.066242772313 0.6050223467562018 
parzival 	 13803.668762231982 0.6050223467562018 
wolfram 	 15612.08975631288 0.6050223467562018 
eschenbach 	 15612.08975631288 0.6050223467562018 
left 	 1893.5024401673718 1.1308671458294086 
hand 	 3168.0933319435 0.9290090697449582 
ursula 	 6901.834381115991 0.9290090697449582 
guin 	 13803.668762231982 0.6050223467562018 
attempts 	 5458.330598542255 0.6050223467562018 
redifine 	 15612.08975631288 0.6050223467562018 
nature 	 1104.570268589182 1.2687008440378114 
humankind 	 13803.668762231982 0.6050223467562018 
envisioning 	 15612.08975631288 0.6050223467562018 
androgynous 	 13803.668762231982 0.6050223467562018 
creating 	 6918.368189265772 0.6050223467562018 
speculative 	 11995.247768151086 0.6050223467562018 
based 	 3209.9729477163746 0.6050223467562018 
redifinition 	 15612.08975631288 0.6050223467562018 
medieval 	 2792.8019266630968 1.1308671458294086 
christian 	 6411.8151475893155 0.6050223467562018 
odysseus 	 6901.834381115991 0.9290090697449582 
ulysses 	 4248.603431725927 1.1308671458294086 
tradition 	 1663.2042849527832 1.2687008440378114 
bear 	 10186.826774070189 0.6050223467562018 
moral 	 7013.2513729075845 0.6050223467562018 
responsibility 	 4721.113369155162 0.6050223467562018 
west 	 4642.04671232185 0.6050223467562018 
regarded 	 8546.786781637213 0.6050223467562018 
troy's 	 15612.08975631288 0.6050223467562018 
fall 	 5405.621735150847 0.6050223467562018 
prototype 	 10535.210177427567 0.6050223467562018 
wanderer 	 7806.04487815644 0.9290090697449582 
emile 	 5706.533121386156 0.9290090697449582 
assommoir 	 15612.08975631288 0.6050223467562018 
gervaise 	 15612.08975631288 0.6050223467562018 
coupeau 	 15612.08975631288 0.6050223467562018 
epitomizing 	 15612.08975631288 0.6050223467562018 
plight 	 9128.968307015988 0.6050223467562018 
titled 	 5267.6050887137835 0.9290090697449582 
mersault 	 15612.08975631288 0.6050223467562018 
openness 	 15612.08975631288 0.6050223467562018 
simplicity 	 11995.247768151086 0.6050223467562018 
surface 	 8378.40577998929 0.6050223467562018 
belie 	 15612.08975631288 0.6050223467562018 
complexity 	 9128.968307015988 0.6050223467562018 
thematic 	 4939.765417021342 0.9290090697449582 
communicates 	 15612.08975631288 0.6050223467562018 
people 	 1528.5503865731212 0.9290090697449582 
monsters 	 15612.08975631288 0.6050223467562018 
liu 	 13803.668762231982 0.6050223467562018 
binyan 	 15612.08975631288 0.6050223467562018 
insightful 	 13803.668762231982 0.6050223467562018 
thoughtful 	 15612.08975631288 0.6050223467562018 
government 	 3078.398850603813 0.6050223467562018 
effectively 	 8546.786781637213 0.6050223467562018 
ignores 	 12745.810295177782 0.6050223467562018 
juan 	 11413.066242772313 0.6050223467562018 
fable 	 13803.668762231982 0.6050223467562018 
reckless 	 12745.810295177782 0.6050223467562018 
amoral 	 15612.08975631288 0.6050223467562018 
nobleman 	 15612.08975631288 0.6050223467562018 
seduces 	 15612.08975631288 0.6050223467562018 
woman 	 7214.0427292317445 0.6050223467562018 
ultimately 	 7930.048459667637 0.6050223467562018 
winds 	 11995.247768151086 0.6050223467562018 
hell 	 11413.066242772313 0.6050223467562018 
statue 	 11995.247768151086 0.6050223467562018 
killed 	 7547.559995501034 0.6050223467562018 
lorenzo 	 12745.810295177782 0.6050223467562018 
ponte 	 13803.668762231982 0.6050223467562018 
tirso 	 13803.668762231982 0.6050223467562018 
molina 	 15612.08975631288 0.6050223467562018 
alfred 	 4363.3945916733355 0.9290090697449582 
contrasts 	 6738.365787556316 0.6050223467562018 
homer's 	 11413.066242772313 0.6050223467562018 
ninth 	 12745.810295177782 0.6050223467562018 
dramatic 	 8546.786781637213 0.6050223467562018 
cultures 	 7930.048459667637 0.6050223467562018 
paz's 	 15612.08975631288 0.6050223467562018 
labyrinth 	 15612.08975631288 0.6050223467562018 
solitude 	 6901.834381115991 0.9290090697449582 
poet 	 10937.389301096884 0.6050223467562018 
octavio 	 15612.08975631288 0.6050223467562018 
paz 	 13803.668762231982 0.6050223467562018 
discuss 	 7320.54731293509 0.6050223467562018 
mexico 	 7431.585346953728 0.6050223467562018 
immortality 	 5706.533121386156 0.9290090697449582 
treatment 	 4279.101410696619 0.6050223467562018 
fear 	 6738.365787556316 0.6050223467562018 
mortality 	 11995.247768151086 0.6050223467562018 
illness 	 8220.236141670212 0.6050223467562018 
funerals 	 13803.668762231982 0.6050223467562018 
rites 	 11413.066242772313 0.6050223467562018 
triumph 	 11995.247768151086 0.6050223467562018 
dracula 	 13803.668762231982 0.6050223467562018 
gilgamesh 	 12745.810295177782 0.6050223467562018 
japanese 	 2477.1951156512428 1.1308671458294086 
structures 	 6569.984785908393 0.6050223467562018 
comparisons 	 4273.393390818606 0.9290090697449582 
types 	 2578.4787380206812 0.9290090697449582 
genre 	 11413.066242772313 0.6050223467562018 
sketches 	 11413.066242772313 0.6050223467562018 
twelve 	 5706.533121386156 0.9290090697449582 
analyses 	 8546.786781637213 0.6050223467562018 
european 	 4929.944793475419 0.6050223467562018 
writers' 	 13803.668762231982 0.6050223467562018 
dostoevsky 	 15612.08975631288 0.6050223467562018 
ibsen 	 12745.810295177782 0.6050223467562018 
brecht 	 11413.066242772313 0.6050223467562018 
pirandello 	 12745.810295177782 0.6050223467562018 
tennyson's 	 6901.834381115991 0.9290090697449582 
speaks 	 11995.247768151086 0.6050223467562018 
dreams 	 10937.389301096884 0.6050223467562018 
acts 	 7431.585346953728 0.6050223467562018 
flew 	 10186.826774070189 0.6050223467562018 
cuckoo's 	 12745.810295177782 0.6050223467562018 
nest 	 12745.810295177782 0.6050223467562018 
mcmurphy 	 13803.668762231982 0.6050223467562018 
versus 	 8220.236141670212 0.6050223467562018 
staff 	 5303.294894533936 0.6050223467562018 
authority 	 5680.507320502115 0.6050223467562018 
told 	 6336.186663887 0.6050223467562018 
word 	 7431.585346953728 0.6050223467562018 
images 	 4973.794565162858 0.6050223467562018 
movements 	 6826.814935878169 0.6050223467562018 
las 	 5997.623884075543 0.9290090697449582 
manos 	 7806.04487815644 0.9290090697449582 
dios 	 7806.04487815644 0.9290090697449582 
diable 	 15612.08975631288 0.6050223467562018 
bon 	 15612.08975631288 0.6050223467562018 
dieu 	 15612.08975631288 0.6050223467562018 
carlos 	 10937.389301096884 0.6050223467562018 
solorzano's 	 15612.08975631288 0.6050223467562018 
struggle 	 6738.365787556316 0.6050223467562018 
satan 	 13803.668762231982 0.6050223467562018 
contest 	 10535.210177427567 0.6050223467562018 
latin 	 2643.3494865558787 1.1308671458294086 
theater 	 9604.645248691415 0.6050223467562018 
dawn 	 12745.810295177782 0.6050223467562018 
christianity 	 4802.3226243457075 0.9290090697449582 
improving 	 8071.109839961786 0.6050223467562018 
context 	 3205.9075737946578 0.9290090697449582 
deals 	 2840.2536602510577 0.9290090697449582 
irrelevance 	 15612.08975631288 0.6050223467562018 
indian 	 8071.109839961786 0.6050223467562018 
concerns 	 7320.54731293509 0.6050223467562018 
survival 	 9355.98098958193 0.6050223467562018 
salvation 	 10937.389301096884 0.6050223467562018 
upton 	 12745.810295177782 0.6050223467562018 
sinclair's 	 13803.668762231982 0.6050223467562018 
jungle 	 3998.4159227170285 1.1308671458294086 
tells 	 8920.13688269573 0.6050223467562018 
actual 	 6569.984785908393 0.6050223467562018 
readership 	 13803.668762231982 0.6050223467562018 
reveals 	 8546.786781637213 0.6050223467562018 
jungle's 	 13803.668762231982 0.6050223467562018 
concern 	 5860.509722211573 0.6050223467562018 
values 	 5860.509722211573 0.6050223467562018 
condition 	 6191.2049222240985 0.6050223467562018 
sinclair 	 13803.668762231982 0.6050223467562018 
wrote 	 8726.789183346671 0.6050223467562018 
passion 	 10186.826774070189 0.6050223467562018 
intensity 	 10535.210177427567 0.6050223467562018 
leisur 	 13803.668762231982 0.6050223467562018 
rousseau's 	 12745.810295177782 0.6050223467562018 
hypothetical 	 8378.40577998929 0.6050223467562018 
person 	 5018.393941797272 0.6050223467562018 
quotations 	 12745.810295177782 0.6050223467562018 
dominant 	 8071.109839961786 0.6050223467562018 
mythic 	 13803.668762231982 0.6050223467562018 
antonio 	 12745.810295177782 0.6050223467562018 
garcia's 	 15612.08975631288 0.6050223467562018 
gaitan 	 15612.08975631288 0.6050223467562018 
camino 	 15612.08975631288 0.6050223467562018 
revolucion 	 15612.08975631288 0.6050223467562018 
colombiana 	 15612.08975631288 0.6050223467562018 
socio 	 9879.530834042684 0.6050223467562018 
psychological 	 5987.803260529619 0.6050223467562018 
realities 	 10186.826774070189 0.6050223467562018 
colombian 	 13803.668762231982 0.6050223467562018 
picaresque 	 11413.066242772313 0.6050223467562018 
didactic 	 15612.08975631288 0.6050223467562018 
narrative 	 9604.645248691415 0.6050223467562018 
spain 	 8378.40577998929 0.6050223467562018 
counter 	 8546.786781637213 0.6050223467562018 
reformation 	 11413.066242772313 0.6050223467562018 
rabelais 	 15612.08975631288 0.6050223467562018 
particular 	 4929.944793475419 0.6050223467562018 
reference 	 6262.688845880889 0.6050223467562018 
renaissance 	 8378.40577998929 0.6050223467562018 
humanism 	 10535.210177427567 0.6050223467562018 
idealism 	 11413.066242772313 0.6050223467562018 
reason 	 6121.627465586739 0.6050223467562018 
dostoevsky's 	 15612.08975631288 0.6050223467562018 
speaker 	 9128.968307015988 0.6050223467562018 
aeschylus 	 12745.810295177782 0.6050223467562018 
attitude 	 6336.186663887 0.6050223467562018 
canto 	 13803.668762231982 0.6050223467562018 
xxi 	 13803.668762231982 0.6050223467562018 
grafters 	 15612.08975631288 0.6050223467562018 
